title,price,sold_quantity
Juego Niños Osmo Para El Ipad Blanco,6410,0
Ipad Air 2 64 Gb Wifi Impecable Con Case,6499,0
Apple Ipad Air 2 Gold A1566 64 Gb,6499,0
Ipad Air 2 16gb Wifi Plateado Impecable Msi,6499,0
"Ipad Air 2, 64gb, A1566, Dorada, Estetica 9",6499,0
Ipad Air  (md788ll/a) 16 Gb Wifi,6500,0
Ipad Air 2 16gb Gold,6500,0
Ipad Air 2 64gb Wi-fi Seminueva,6500,0
"Ipad Air 2 64gb Negro, Smart Case Piel Negra",6500,0
Ipad Air Wifi Space Gray 64gb,6500,0
Ipad Air 2 64 Gb,6500,0
Ipad Air 64 Gb,6500,0
Ipad Air 2 Wifi+cellular 16gb Gris Espacial 9.7 ,6500,0
Ipad 1air 128,6500,0
Ipad Air 2 Perfecto Estado. Smart Cover De Regalo.,6500,0
Cambio Vendo Ipad Air 2 16gb Wi-fi  ,6500,0
Ipad Air Space Gray 128gb,6500,0
Ipad Air 2 De 64gb Como Nueva,6500,0
Apple Ipad Air 2 128gb Nueva Caja Cerrada $6500,6500,0
Ipad Air 2 (32gb + 4g),6500,0
Ipad Air 2 128 Gb,6500,0
Ipad Air 2 Retina 64 Gb,6500,0
Ipad Air 2 16gb Wifi - Gris Espacial A1566 + Funda De Piel,6500,0
Apple Ipad Air 2 Tablet,6500,0
Apple Ipad Air 2  A1566 16gb Space Gray Cambio ,6500,0
Ipad Air 2 Excelente Trato 32 Gb,6538,0
Ipad Air 2,6608,0
Ipad Air 2 64gb Modelo A1566 Blanca ¡envio Gratis!,6689,0
Ipad Air 2 Plata 64gb,6700,0
Ipad Air 2,6700,0
Apple Ipad Air 2 16gb Wifi Touch Id Retina,6700,0
Ipad Air 2 De 64gb,6700,0
Cine Piel Frama Para Apple Ipad Air (rojo),6771.83,0
Apple Ipad Air 2 16gb Gris Espacial 9.7,6800,0
Ipad Air 2 Gris Espacial Con 128 Gb,6800,0
Ipad Wifi 32gb 9.7 (quinta Generación),6800,0
Ipad Air 32gb Ultima Generación,6800,0
Ipad Air 2 Gold ,6800,0
Ipad Air 2 128gb 4g,6800,0
Ipad Air 16gb Funda $800 De Regalo,6800,0
"Ipad Air 2, 64gb  Excelentes Condiciones ",6800,0
Ipad Air 2 32 Gb Seminueva,6899,0
Ipad Air 2 64 Gb Gold Con Cargador ?ptimas Condiciones,6900,0
"Ipad Air 32gb Seminueva, En Excelente Estado",6900,0
Ipad Air 2 Wifi + Celular 64gb Apple Nueva,6900,0
Ipad Air 2 Wifi + Celllular  128 Gb Gris,6900,0
Ipad Air 2 Gold 128 Gb,6900,0
Ipad Air 2 Dorada En Muy Buen Estado,6900,0
Ipad Air 2 128gb,6990,0
Ipad Wi-fi 32 Gb Silver,6999,0
Apple Ipad Air 2 64gb Gris Espacial 9.7 ,6999,0
Ipad Air 2 16 Gb,6999,0
Excelente Ipad Air 2. 128gb. Como Nueva! Aprovecha,6999,0
Ipad Air 2 128 Gb,6999,0
"Ipad Air 2 128gb A1567, Wi Fi + 4g, Space Gray Estetica 9.5",6999,0
Ipad Air 2 Wifi 128 Gb Silver,6999,0
Ipad Air 2,7000,0
Ipad Air Nueva 32 Gb Sellada,7000,0
Ipad Air 2 128gb Como Nueva (plastico De Fabrica),7000,0
Ipad Air 2 64 Gb,7000,0
Ipad Air 2 De 128 Gb,7000,1
Ipad  Air 64g Md787e/a Con Funda,7000,0
Ipad Air 32gb Color Plata Wifi,7000,0
Ipad Air 2 64 Gb Dorada,7000,0
Ipad Air 128 Gb,7000,0
Ipad Air 2 De 64gb Wifi,7000,0
Ipad Air 2,7000,0
Ipad Air 16gb Silver Seminueva,7000,0
Apple Ipad Air 2 128g Usada En Muy Buenas Condiciones,7000,0
Ipad Air 64gb,7000,0
Ipad Air 2 De 64gb,7000,0
Ipad Air 2 128gb Wifi,7000,0
Ipad Air 2 128g Wifi,7000,0
Ipad Air 2 Gold 64 Gb (wi-fi),7000,0
"Ipad Air 2 De 64 Gb, Impecable Todo Original",7000,0
Ipad Air 2 16 Gb Plateado +cellular,7000,0
Ipad Air 2 Dorada 64 Gb,7000,0
I Pad Air 2 De 128gb,7000,0
Ipad Air 2 16gb ,7000,0
Apple Ipad Air 2,7000,0
Ipad Air 2 64 Gb,7000,0
Viking Electronics Vk-k-1900d-2 Teléfono De Línea Directa - ,7008.75,0
Ipad 5 32 Gb Sin Fallas Sin Detalles Perfecto Estado,7100,0
Vendo Ipad Air 2 128gb Gold,7108,0
"Ipad Air 2, 64gb, A1566, Dorada, Estetica 9",7199,0
Ipad Air 2 Wifi 128 Gb Con Caja Y Accesorios Casi Nuevo,7199,0
Ipad Air 16 Gb,7200,0
Ipad Air 2 64gb,7200,0
Ipad Air 2,7200,0
Apple Ipad Air 2 Wi-fi Retina 16gb Silver (refurbished),7249,0
Ipad Air 2 64gb Dorada Excelentes Condiciones Como Nueva ,7300,0
Ipad Air 2 Version Wifi + 4g 12 Msi O Solo $6500,7400,0
Ipad Air 2 128 Gb Gold,7400,0
"Ipad Air, 64 Gigas",7400,0
Reformado El Ipad De Apple Aire 16gb Plata Wifi Sólo (md788,7403.64,0
Ipad Air 2 Cellular 64gb Impecable + Funda De Piel.,7499,1
Ipad Air 2 64 Gb,7499,0
Ipad Air 2 De 256gb Estética De 9,7499,0
Ipad,7499,0
Ipad Air 2 Plata 128 Gb Como Nueva,7500,0
V/c Ipad Air 2 Nueva,7500,1
Ipad Air 2 16gb 9.7 Pulgadas Apple Con Smart Cover,7500,0
Ipad Air 2 128 Gb,7500,0
Semi Nueva Ipad Air !!!16gb,7500,0
Ipad Air 2,7500,0
Ipad Air 2  9.7,7500,0
Ipad Air 2,7500,0
Ipad Air 32 Gb Wifi + 3g Libre De Fabrica,7500,0
Ipad Air 2  64gb  Gris Espacial ,7500,0
Ipad Air 2.  64 Gb,7500,0
"Ipad Air 2, 64 Gb, Funda Original!!!",7500,0
