id,title,price,sold_quantity
MLM617340992,Moto G4 Play Liberado  Oferta Oferta + Regalos,2350,26
MLM616887952,Celulares Motorola Moto G4 16gb 2gb Ram Detalles Esteticos,2300,1
MLM622397494,Motorola G4 Play,2300,0
MLM617669936,Moto G4 Play Nuevo · Sellado · Unlocked · Oferta,2300,1
MLM621142579,Moto G4 Play,2299,1
MLM622296917,"Motorola Moto G4, Xt1621 En Caja, Liberado, Excelente Estado",2299,1
MLM621096888,"Moto G4, Xt1621, Estetica 9, Liberado",2299,0
MLM603236742,Motorola Moto G4 8gb Xt1625 Blanco - Liberado,2299,0
MLM611649826,Moto G4 Xt1621 Negro Libre 2gb Ram Android 7,2299,0
MLM599724859,Moto G4 Play Camara 8.5mp Memoria 16gb + Mica De Cristal,2299,11
MLM620908589,Celular Moto G4 Libre De Fabrica Dual Sim,2299,0
MLM623404604,Celular Moto G4 Play 16gb Xt1609 4g Lte Smartphone,2295,0
MLM610673536,Motorola G4 Plus Huella ,2290,0
MLM621704075,Moto G4 Plus Libre Falla Cámara Frontal Envío Gratis,2280,0
MLM623585741,Moto G4 Play Liberados Para Todas Las Compañias,2250,4
MLM611741206,Celular Smartphone Motorola Moto G4 Play 16gb 2gb ,2249,8
MLM623153336,Motorola Moto G4 Plus 4th Gen,2200,0
MLM614189864,Moto G4 Libre Dual Sim,2200,0
MLM620313228,Motorola Moto G4 Plus,2200,0
MLM603449782,Moto G4 Play,2200,0
MLM607112131,Moto G 4 Play Usado,2200,0
MLM610355373, Motorola G4 Play Xt1601,2200,0
MLM587630454,Motorola Moto G4 Xt1625 2gb Ram 16gb Interna Camara 13mpx,2199,2
MLM617822425,Motorola G4 Play Con Caja Original Y Cargador ,2199,0
MLM623585687,Moto G4 Play Liberados Todas Las Compañias,2150,0
MLM618674385,Moto G 4 Play Negro Cualquier Compañia,2100,0
MLM592558028,Moto G4 Play Dual Sim 2gb Ram 16gb Almacenamiento Interno.,2100,0
MLM606380909,Moto G4 Grande Dual Chip Original Sin Fallas Envió Gratis,2080,0
MLM620914445,Motorola Moto G4 Grande Liberado Envío Gratis Sin Fallas,2080,0
MLM623299995,Moto G4 Grande Duos Libre Todo Le Sirve Envío Gratis,2080,0
MLM583898000,Moto G 4 Plus Cambio Por Laptop O Xbox.,2000,0
MLM615564702,Moto G4 Plus,2000,0
MLM603630022,Motora G4 Normal De 16 Gb Internos Y Sd De 16 Gb Con Cargado,2000,0
MLM592267831,Moto G4 16gb,2000,0
MLM611639735,Moto G4 Play Xt1601 Negro Movistar 4840 Microp,1999,0
MLM617719488,Moto G4 Play Xt1601 16gb Negro Liberado 1764 Microp,1999,1
MLM623159041,Moto G4 Normal Telcel Todo Le Sirve Envío Gratis,1980,1
MLM623724125,Moto G4,1900,1
MLM611649506,Moto G4 Play Xt1601 Negro Matriz 7276,1899,0
MLM611649838,Moto G4 Play Negro Movistar  2gb Ram Micro 0986,1899,0
MLM602133230,Moto G4 Play ,1800,0
MLM589243221,Moto G4 Plus,1700,0
MLM622319344,Moto G4 Play Duos Todo Le Sirve Envío Gratis,1680,0
MLM592995510,Célular Moto G4 Play Color Negro ,1600,0
MLM621483474,Moto G4 Play Dual Sim Liberado 7.1.1 Ligerito Detalle ,1600,0
MLM620692346,Moto G4 Play,1600,0
